artistID,weight_sum
559,1002
560,798
561,724
562,58438
563,1646
564,899
565,6204
566,735
567,3019
568,665
569,5053
570,2988
571,654
572,5790
573,1461
574,1209
575,7064
576,4286
577,652
578,5404
579,635
580,5980
581,4275
582,1848
583,3916
584,1061
585,10218
586,641
587,621
588,802
589,619
590,1141
591,1644
592,25239
593,616
594,609
595,607
596,602
597,601
598,601
599,133511
600,835
601,20415
602,18451
603,34321
604,28188
605,21268
606,7548
607,21204
608,1023
609,10476
610,10139
611,751
612,8415
613,2457
614,251440
615,59821
616,11264
617,14713
618,49881
619,6055
620,12753
621,8806
622,39491
623,295
624,1023
625,2407
626,873
627,5410
628,255
629,17068
630,17930
631,9283
632,24476
633,520
634,889
635,3969
636,617
637,4223
638,7804
639,457
640,10896
641,23397
642,389
643,367
644,14234
645,311
646,44182
647,307
648,292
649,257
650,251
651,250
652,6877
653,228
654,217
655,224
656,214
657,1814
658,195
659,999
660,3758
661,633
662,166
663,541
664,153
665,150
666,209
667,148
668,147
669,6337
670,459
671,144
672,144
673,143
674,18586
675,141
676,2755
677,2814
678,137
679,506453
680,114690
681,139378
682,22138
683,70360
684,462
685,2501
686,110123
687,215777
688,1224
689,113467
690,27304
691,36911
692,2372
693,27941
694,29798
695,324
696,6545
697,27597
698,1042
699,5024
700,661
701,688529
702,109
703,43860
704,138049
705,35978
706,99820
707,371916
708,14327
709,45355
710,26972
711,1982
712,13640
713,1450
714,27680
715,55137
716,27569
717,37655
718,37211
719,1394
720,4031
721,646
722,13295
723,602
724,35924
725,1102
726,43644
727,10199
728,19637
729,1280
730,8451
731,1025
732,19335
733,23102
734,23472
735,87432
736,181
737,3038
738,171
739,973
743,707
744,15119
745,304
746,1072
747,4088
748,74039
749,927
750,346
751,1463
752,1913
753,669
754,3577
755,19654
756,3662
757,59938
758,15627
759,3707
760,156
761,1194
762,355
763,4024
764,352
765,130
766,302
767,2770
768,55642
769,8236
770,5119
771,113
772,4362
773,108
774,2970
775,102
776,100
777,4170
778,3275
779,78578
780,972
781,276
782,4714
783,96
784,96
785,13906
786,17142
787,6559
788,2036
789,17921
790,30446
791,3427
792,350035
793,26748
794,6258
795,1654
796,178
797,9083
798,4025
799,127
800,2299
801,504
802,51602
803,947
804,7929
805,20874
806,22873
807,3030
808,80184
809,9244
810,23282
811,17151
812,25567
813,61163
814,10065
815,40428
816,90365
817,1423
818,10722
819,1230
820,3450
821,29399
822,1159
823,19260
824,14254
825,6145
826,2226
827,1455
828,770
829,1694
830,46466
831,6192
832,5874
833,685
834,7699
835,10547
836,635
837,11244
838,627
839,5498
840,8993
841,62107
842,9804
843,62838
844,543
845,12115
846,22441
847,534
848,529
849,813
850,3736
851,36669
852,3520
853,1905
854,49014
855,1399
856,18719
857,33757
858,18706
859,28038
860,10379
861,2996
862,4006
863,22356
864,7400
865,1638
866,2603
867,16022
868,95880
869,1570
870,1198
871,6242
872,714
873,150
874,14566
875,14220
876,1182
877,16765
878,3778
879,4269
880,13896
881,5559
882,1712
883,1211
884,110
885,6226
886,12176
887,2713
888,1398
889,94551
890,3073
891,9412
892,7922
893,677
894,1814
895,4349
896,3429
897,606
898,56006
899,7646
900,5448
901,4212
902,517
903,213103
904,1029
905,6673
906,80222
907,56599
908,40837
909,16320
910,15087
911,9117
912,7827
913,34746
914,2057
915,19328
916,78
917,368710
918,102662
919,4940
920,65886
921,1735
922,24109
923,70314
924,15946
925,1627
926,1051
927,1457
928,28262
929,682
930,83061
931,2304
932,71710
933,493
934,2568
935,433
936,18556
937,12070
938,328
939,559
940,2675
941,837
942,25213
943,8140
944,3974
945,5527
946,12345
947,10599
948,226
949,14694
950,215
951,43252
952,31404
953,22865
954,23324
955,16071
956,6634
957,30095
958,127
959,114505
960,115
961,49603
962,27818
963,5062
964,27175
965,26643
966,41094
967,4129
968,10577
969,47200
970,3561
971,5570
972,63661
973,99
974,1224
975,6391
976,376
977,5374
978,44959
979,639
980,6833
981,6443
982,88086
983,833
984,359
985,18041
986,28125
987,2225
988,61
989,4372
990,60
991,3009
992,2879
993,27126
994,3868
995,1216
996,1797
997,19603
998,22584
999,10010
1000,3246
1001,91869
1002,967
1003,430
1004,3922
1005,1119
1006,862
1007,9
1008,1144
1009,18885
1010,9
1011,463
1012,361
1013,19131
1014,83206
1015,410
1016,8
1017,2738
1018,402
1019,14519
1020,1397
1021,5211
1022,7
1023,400
1024,7
1025,504
1026,340
1027,2246
1028,2517
1029,457
1030,7
1031,11
1032,29701
1033,454
1034,61748
1035,28256
1036,663
1037,53353
1038,13504
1039,381
1040,14434
1041,27321
1042,20997
1043,37136
1044,78363
1045,70589
1046,14348
1047,83954
1048,94398
1049,267
1050,338
1051,4314
1052,14512
1053,2884
1054,3693
1055,4032
1056,1443
1057,5576
1058,344
1059,8070
1060,887
1061,20209
1062,33892
1063,439
1064,6190
1065,773
1066,13036
1067,5779
1068,188
1069,3316
1070,182
1071,161
1072,39658
1073,16706
1074,455
1075,52137
1076,5128
1077,68
1078,67
1079,4919
1080,199
1081,31704
1082,391
1083,23851
1084,4614
1085,4677
1086,256
1087,47
1088,40
1089,31803
1090,82999
1091,23154
1092,3413
1093,5226
1094,6438
1095,1142
1096,3448
1097,31086
1098,202178
1099,40473
1100,19425
1101,2852
1102,180
1103,6293
1104,129745
1105,9037
1106,23881
1107,2056
1108,118
1109,43972
1110,34641
1111,4444
1112,7878
1113,10738
1114,41028
1115,1385
1116,64897
1117,3162
1118,53915
1119,37375
1120,918
1121,17786
1122,29138
1123,15947
1124,1109
1125,1201
1126,3012
1127,1301
1128,571
1129,461
1130,17492
1131,76012
1132,6255
1133,1314
1134,8587
1135,5750
1136,481
1137,287
1138,246
1139,503
1140,219
1141,209
1142,2113
1143,4401
1144,196
1145,17862
1146,5460
1147,3995
1148,5553
1149,924
1150,7717
1151,22321
1152,497
1153,2361
1154,2237
1155,17092
1156,6885
1157,591
1158,1014
1159,5937
1160,1620
1161,1889
1162,1727
1163,7471
1164,8658
1165,194
1166,189
1167,13520
1168,180
1169,153
1170,581
1171,1261
1172,257
1173,1
1174,1231
1175,823
1176,399
1177,2175
1178,112
1179,31048
1180,71434
1181,26071
1182,16581
1183,14646
1184,3821
1185,35258
1186,55683
1187,28243
1188,44151
1189,4964
1190,3115
1191,43303
1192,9744
1193,13473
1194,6422
1195,34637
1196,17125
1197,12422
1198,9381
1199,475
1200,18213
1201,13975
1202,9843
1203,17475
1204,3109
1205,2459
1206,32827
1207,1105
1208,333
1209,433
1210,1288
1211,288
1212,531
1213,4646
1214,2628
1215,281
1216,16477
1217,1542
1218,738
1219,899
1220,1014
1221,1471
1222,9562
1223,742
1224,253
1225,1197
1226,4589
1227,1162
1228,1205
1229,1540
1230,811
1231,9101
1232,243
1233,219
1234,217
1235,215
1236,893
1237,2426
1238,688
1239,32136
1240,4302
1241,8633
1242,22806
1243,53918
1244,76175
1245,307
1246,120336
1247,2889
1248,2240
1249,133931
1250,320
1251,608
1252,119
1253,3700
1254,1378
1255,268
1256,278
1257,7246
1258,144
1259,3390
1260,7207
1261,9670
1262,74
1263,3338
1264,4371
1265,67
1266,66
1267,593
1268,65
1269,137
1270,6022
1271,199
1272,231
1273,59
1274,24811
1275,573
1276,5211
1277,6891
1278,629
1279,57
1280,56
1281,6185
1282,55
1283,55
1284,53
1285,1907
1286,265
1287,53
1288,417
1289,52
1290,51
1291,51
1292,5800
1293,2363
1294,2319
1295,11012
1296,1997
1297,5909
1298,10125
1299,3441
1300,15772
1301,1692
1302,678
1303,6556
1304,754
1305,1302
1306,7613
1307,337
1308,328
1309,317
1310,297
1311,296
1312,1838
1313,278
1314,984
1315,2014
1316,256
1317,255
1318,253
1319,251
1320,1268
1321,896
1322,223
1323,313
1324,444
1325,210
1326,1281
1327,279
1328,371
1329,726
1330,1047
1331,325
1332,3085
1333,178
1334,278
1335,367
1336,323
1337,5575
1338,10643
1339,45666
1340,1521
1341,1216
1342,4055
1343,10875
1344,5277
1345,1143
1346,939
1347,6980
1348,5685
1349,8949
1350,16069
1351,10162
1352,1879
1353,5100
1354,501
1355,1475
1356,914
1357,702
1358,45672
1359,1963
1360,31791
1361,488
1362,511
1363,434
1364,7434
1365,341
1366,14087
1367,305
1368,1643
1369,131397
1370,297
1371,296
1372,40664
1373,292
1374,3043
1375,57847
1376,20674
1377,37800
1378,30983
1379,27871
1380,4655
1381,2095
1382,2850
1383,19176
1384,13693
1385,4904
1386,153
1387,149
1388,343
1389,8387
1390,35056
1391,131
1392,1021
1393,118
1394,21169
1395,1769
1396,26048
1397,6656
1398,20670
1399,4443
1400,86195
1401,12773
1402,2957
1403,352
1404,3004
1405,7553
1406,58965
1407,193
1408,1141
1409,23497
1410,19783
1411,18426
1412,203665
1413,14723
1414,25453
1415,18449
1416,19756
1417,1079
1418,17626
1419,196
1420,645
1421,876
1422,2017
1423,3227
1424,35947
1425,11295
1426,11484
1427,10110
1428,21092
1429,5442
1430,1429
1431,439
1432,5744
1433,8299
1434,399
1435,258
1436,971
1437,223
1438,3472
1439,205
1440,1069
1441,4739
1442,154
1443,4739
1444,57537
1445,173
1446,365
1447,20760
1448,550
1449,15593
1450,4578
1451,27570
1452,11628
1453,13234
1454,268
1455,17718
1456,11374
1457,3480
1458,14305
1459,126314
1460,1390
1461,9212
1462,2647
1463,13401
1464,50132
1465,6886
1466,486
1467,2638
1468,2179
1469,3519
1470,71250
1471,122
1472,35
1473,34
1474,31
1475,15647
1476,20
1477,12
1478,8
1479,320
1480,64
1481,6031
1482,415
1483,393
1484,379
1485,3101
1486,7016
1487,204
1488,193
1489,8247
1490,165
1491,9144
1492,666
1493,116
1494,765
1495,112
1496,108
1497,194
1498,96
1499,92
1500,626
1501,488
1502,4133
1503,3195
1504,34222
1505,49290
1506,109
1507,904
1508,98
1509,2535
1510,19988
1511,7382
1512,28029
1513,73961
1514,1375
1515,22756
1516,1429
1517,5480
1518,3951
1519,13084
1520,28143
1521,6908
1522,5019
1523,1492
1524,2237
1525,932
1526,1179
1527,14163
1528,5373
1529,591
1530,593
1531,2379
1532,179
1533,5075
1534,10122
1535,16601
1536,503
1537,2851
1538,384
1539,308
1540,2596
1541,90154
1542,735
1543,3754
1544,665
1545,15692
1546,1840
1547,14991
1548,940
1549,1287
1550,738
1551,4934
1552,2251
1553,3219
1554,135
1555,4177
1556,24546
1557,6043
1558,121
1559,976
1560,110
1561,2044
1562,298
1563,98
1564,94
1565,341
1566,1483
1567,88
1568,4433
1569,79
1570,79
1571,1379
1572,476
1573,1145
1574,296
1575,168
1576,2683
1577,78
1578,64
1579,63
1580,13461
1581,42
1582,38
1583,36
1584,29
1585,653
1586,29
1587,28
1588,162
1589,779
1590,7936
1591,1378
1592,109
1593,69
1594,69
1595,5650
1596,6870
1597,921
1598,57
1599,51
1600,46
1601,21462
1602,22365
1603,38
1604,164
1605,1722
1606,2357
1607,829
1608,821
1609,13407
1610,2303
1611,1650
1612,712
1613,37521
1614,7494
1615,624
1616,1104
1617,548
1618,567
1619,1392
1620,9649
1621,1040
1622,9305
1623,390
1624,379
1625,371
1626,367
1627,16848
1628,339
1629,1714
1630,335
1631,2153
1632,28106
1633,17353
1634,306
1635,305
1636,6326
1637,298
1638,293
1639,24567
1640,4848
1641,5920
1642,2174
1643,43536
1644,1498
1645,13661
1646,1340
1647,840
1648,2333
1649,1081
1650,13151
1651,1911
1652,3171
1653,636
1654,5699
1655,1705
1656,1480
1657,1027
1658,926
1659,6496
1660,3339
1661,452
1662,2343
1663,1062
1664,964
1665,349
1666,3619
1667,340
1668,339
1669,2900
1670,16544
1671,1804
1672,200949
1673,65344
1674,1488
1675,427
1676,241
1677,1206
1678,14557
1679,1351
1680,1322
1681,11191
1682,1221
1683,538
1684,51641
1685,1716
1686,5210
1687,1728
1688,7080
1689,12331
1690,809
1691,1088
1692,6
1693,5
1694,11865
1695,4
1696,5329
1697,3
1698,2903
1699,3
1700,14307
1701,2469
1702,1592
1703,4237
1704,14209
1705,31254
1706,4795
1707,16658
1708,8010
1709,10648
1710,13894
1711,3779
1712,3341
1713,55944
1714,11576
1715,758
1716,2023
1717,1294
1718,6193
1719,96
1720,114
1721,1050
1722,84
1723,1276
1724,78
1725,4496
1726,4271
1727,5085
1728,902
1729,6764
1730,667
1731,14712
1732,8460
1733,53
1734,52
1735,2594
1736,2793
1737,1370
1738,4613
1739,930
1740,1451
1741,48
1742,47
1743,2649
1744,170
1745,13415
1746,44
1747,9433
1748,337
1749,43
1750,42
1751,1056
1752,2261
1753,39
1754,39
1755,22781
1756,1525
1757,1813
1758,566
1759,352
1760,3184
1761,2294
1762,958
1763,4022
1764,5487
1765,239
1766,8518
1767,5975
1768,7624
1769,208
1770,2986
1771,6644
1772,34934
1773,650
1774,187
1775,8161
1776,3080
1777,851
1778,10741
1779,883
1780,463
1781,7088
1782,7594
1783,532
1784,1234
1785,291
1786,6031
1787,8627
1788,15704
1789,4114
1790,6292
1791,3505
1792,95
1793,10264
1794,178
1795,8625
1796,4466
1797,8268
1798,84
1799,2854
1800,4154
1801,765
1802,1142
1803,33624
1804,10651
1805,1225
1806,11468
1807,10035
1808,2565
1809,1689
1810,19407
1811,3319
1812,1589
1813,5657
1814,8969
1815,57
1816,4433
1817,3179
1818,919
1819,398
1820,3484
1821,377
1822,282
1823,270
1824,9750
1825,3811
1826,1781
1827,4039
1828,2895
1829,713
1830,289
1831,225
1832,2941
1833,9714
1834,1601
1835,4005
1836,7887
1837,5919
1838,181
1839,2368
1840,168
1841,262
1842,349
1843,493
1844,3931
1845,326
1846,698
1847,199
1848,1023
1849,1472
1850,306
1851,317
1852,12430
1853,34500
1854,52706
1855,2271
1856,450
1857,13762
1858,20123
1859,8077
1860,1376
1861,5016
1862,150
1863,13405
1864,1200
1865,1220
1866,20893
1867,4310
1868,25524
1869,94
1870,8447
1871,79
1872,1756
1873,18727
1874,12565
1875,18964
1876,727
1877,67
1878,10456
1879,9498
1880,1097
1881,6417
1882,3441
1883,4004
1884,1499
1885,4844
1886,22299
1887,563
1888,7993
1889,5289
1890,12055
1891,3145
1892,14308
1893,6126
1894,347
1895,5834
1896,590
1897,4781
1898,320
1899,1046
1900,1647
1901,7406
1902,255
1904,64256
1905,8140
1906,3489
1907,6
1908,1123
1909,121
1910,9771
1912,39
1913,6177
1914,5768
1915,1442
1917,282
1918,4689
1919,5894
1920,116
1921,1587
1922,2730
1923,5482
1925,257
1927,3013
1929,3334
1930,468
1931,680
1932,363
1933,17707
1934,75169
1935,1969
1936,11450
1937,4384
1938,130
1939,90
1940,89
1941,5905
1942,317
1943,13178
1944,23212
1945,3847
1946,17118
1947,9255
1948,2419
1949,3069
1950,10179
1951,389
1952,5970
1953,2341
1954,5051
1955,305
1956,1057
1957,11732
1958,7237
1959,2383
1960,2120
1961,1318
1962,352
1963,9627
1964,21943
1965,7362
1966,1341
1967,671
1968,217
1969,10193
1970,2061
1971,9968
1972,1308
1973,176
1974,31514
1975,18045
1976,23022
1977,7994
1978,7121
1979,10882
1980,4435
1981,8091
1982,1778
1983,28956
1984,18160
1985,4635
1986,4033
1987,924
1988,15413
1989,1703
1990,10447
1991,293
1992,15888
1993,1012
1994,9490
1995,329
1996,262
1997,440
1998,883
1999,210
2000,5798
2001,208
2002,341
2003,2278
2004,838
2005,481
2006,25719
2007,111
2008,104
2009,2794
2010,93
2011,3654
2012,154
2013,7456
2014,18911
2015,120
2016,372
2017,77
2018,13569
2019,5636
2020,75372
2021,4027
2022,14766
2023,1129
2024,7343
2025,14536
2026,17896
2027,1929
2028,2109
2029,4739
2030,11357
2031,6894
2032,1322
2033,1772
2034,1137
2035,10450
2036,285
2037,2265
2038,11431
2039,2400
2040,493
2041,478
2042,1135
2043,3029
2044,137581
2045,7796
2046,2739
2047,4808
2048,1047
2049,923
2050,1585
2051,18026
2052,1574
2053,1646
2054,2708
2055,3550
2056,255
2057,251
2058,220
2059,3112
2060,1049
2061,204
2062,8231
2063,194
2064,368
2065,1357
2066,174
2067,3545
2068,3959
2069,1725
2070,11689
2071,3167
2072,146
2073,145
2074,257
2075,2657
2076,1975
2077,1309
2078,121
2079,5687
2080,19046
2081,1708
2082,3809
2083,42418
2084,310
2085,565
2086,18624
2087,3423
2088,6235
2089,7238
2090,2099
2091,17926
2092,23242
2093,1956
2094,54663
2095,1514
2096,1653
2097,5403
2098,3962
2099,1377
2100,7538
2101,15289
2102,99845
2103,2039
2104,3126
2105,763
2106,3295
2107,1230
2108,731
2109,719
2110,713
2111,4056
2112,1170
2113,671
2114,668
2115,1185
2116,1565
2117,2316
2118,744
2119,566
2120,556
2121,6877
2122,749
2123,1115
2124,1161
2125,884
2126,206
2127,674
2128,1175
2129,344
2130,8147
2131,8138
2132,1787
2133,5494
2134,5985
2135,2296
2136,16649
2137,9716
2138,78
2139,22761
2140,70
2141,68
2142,620
2143,9334
2144,377
2145,845
2146,3297
2147,321
2148,2916
2149,1831
2150,11969
2151,6046
2152,631
2153,261
2154,3489
2155,1136
2156,664
2157,165
2158,1798
2159,142
2160,971
2161,1346
2162,132
2163,128
2164,589
2165,2109
2166,331
2167,602
2168,578
2169,1255
2170,97
2171,91
2172,17754
2173,355
2174,2441
2175,672
2176,13813
2177,145
2178,70
2179,96353
2180,74
2181,21
2182,1081
2183,3197
2184,5965
2185,1608
2186,989
2187,1599
2188,190
2189,180
2190,2345
2191,474
2192,7981
2193,866
2194,45
2195,18
2196,721
2197,13
2198,13
2199,13
2200,20823
2201,10
2202,8
2203,3605
2204,7198
2205,6
2206,14748
2207,5
2208,5
2209,653
2210,28672
2211,1065
2212,4
2213,3
2214,16035
2215,3
2216,3
2217,859
2218,522
2219,477
2220,11936
2221,359
2222,5952
2223,338
2224,306
2225,302
2226,12615
2227,2503
2228,279
2229,272
2230,266
2231,262
2232,574
2233,478
2234,207
2235,205
2236,14024
2237,737
2238,189
2239,188
2240,186
2241,1501
2242,15418
2243,175
2244,1320
2245,157
2246,154
2247,9959
2248,145
2249,144
2250,294
2251,2411
2252,13960
2253,166
2254,128
2255,128
2256,126
2257,123
2258,121
2259,118
2260,114
2261,113
2262,110
2263,2020
2264,3054
2265,16625
2266,612
2267,1971
2268,2052
2269,1366
2270,659
2271,4686
2272,257
2273,758
2274,248
2275,246
2276,1345
2277,21972
2278,219
2279,2027
2280,1758
2281,6067
2282,700
2283,161
2284,224
2285,2149
2286,140
2287,512
2288,854
2289,5221
2290,1086
2291,125
2292,590
2293,115
2294,1463
2295,125
2296,103
2297,394
2298,5221
2299,2439
2300,16360
2301,9506
2302,1315
2303,1302
2304,1664
2305,1393
2306,1223
2307,2062
2308,2258
2309,9408
2310,1085
2311,1054
2312,4486
2313,960
2314,1471
2315,904
2316,1000
2317,1327
2318,839
2319,826
2320,1196
2321,747
2322,732
2323,1382
2324,889
2325,574
2326,562
2327,554
2328,545
2329,543
2330,1852
2331,786
2332,1587
2333,526
2334,515
2335,511
2336,512
2337,570
2338,1622
2339,1842
2340,467
2341,5969
2342,30208
2343,44187
2344,2357
2345,318
2346,44878
2347,20205
2348,203
2349,102
2350,4415
2351,636
2352,10754
2353,54
2354,495
2355,384
2356,398
2357,292
2358,3003
2359,539
2360,898
2361,1659
2362,3482
2363,4758
2364,6048
2365,128
2366,3789
2367,119
2368,114
2369,13068
2370,8635
2371,113
2372,7349
2373,1108
2374,3649
2375,3260
2376,838
2377,92
2378,1462
2379,23772
2380,10373
2381,4947
2382,559
2383,3953
2384,2176
2385,532
2386,1354
2387,684
2388,240
2389,215
2390,2437
2391,512
2392,4919
2393,479
2394,782
2395,3362
2396,1312
2397,20
2398,7437
2399,61
2400,53
2401,763
2402,5297
2403,29
2404,2022
2405,2215
2406,24
2407,11637
2408,882
2409,14
2410,12
2411,12
2412,9
2413,9
2414,9
2415,3100
2416,2999
2417,251
2418,970
2419,6706
2420,5
2421,5
2422,926
2423,5
2424,11815
2425,8056
2426,13075
2427,1106
2428,4567
2429,6365
2430,9848
2431,393
2432,4530
2433,1897
2434,236
2435,3926
2436,11509
2437,3708
2438,302
2439,10902
2440,4606
2441,2636
2442,12312
2443,4408
2444,10670
2445,768
2446,17265
2447,2257
2448,4260
2449,6564
2450,746
2451,2499
2452,125
2453,9234
2454,6167
2455,3054
2456,1358
2457,1614
2458,1976
2459,3059
2460,1586
2461,97
2462,2342
2463,7251
2464,95
2465,592
2466,161
2467,14191
2468,6423
2469,7664
2470,6645
2471,4581
2472,5988
2473,9316
2474,4912
2475,6619
2476,1134
2477,1080
2478,14382
2479,11430
2480,1416
2481,3397
2482,852
2483,823
2484,1534
2485,765
2486,5357
2487,3510
2488,1511
2489,562
2490,1876
2491,5513
2492,489
2493,6096
2494,468
2495,585
2496,515
2497,620
2498,12551
2499,35
2500,8600
2501,19
2502,428
2503,10
2504,597
2505,9
2506,289
2507,471
2508,7
2509,268
2510,281
2511,7
2512,2025
2513,5
2514,605
2515,1932
2516,5
2517,5
2518,5
2521,63510
2522,6
2523,31309
2524,31516
2525,396
2526,4072
2530,674
2531,48397
2532,2292
2533,7322
2534,452
2535,10640
2536,954
2537,3407
2538,2528
2539,1287
2540,284
2541,5812
2542,14721
2543,13498
2544,23423
2545,1598
2546,14926
2547,66
2548,87617
2549,358
2550,21
2551,44
2552,6246
2553,34
2554,9482
2555,25
2556,6590
2557,17
2558,3094
2559,5468
2560,14
2561,335
2562,14474
2563,14
2564,14
2565,1318
2566,12
2567,241
2568,11
2569,1514
2570,107
2571,2034
2572,14157
2573,6483
2574,8345
2575,3463
2576,14445
2577,1039
2578,1405
2579,3319
2580,10646
2581,1275
2582,11049
2583,934
2584,2706
2585,930
2586,8350
2587,6928
2588,239
2589,213
2590,212
2591,4386
2592,179
2593,1657
2594,2608
2595,3187
2596,298
2597,58
2598,529
2599,32
2600,6563
2601,3242
2602,2480
2603,66
2604,60
2605,14601
2606,8255
2607,14790
2608,23611
2609,1481
2610,6700
2611,1768
2612,3353
2613,69
2614,9380
2615,471
2616,8011
2617,9670
2618,7945
2619,26329
2620,1877
2621,6180
2622,521
2623,80
2624,32919
2625,2714
2626,2842
2627,16312
2628,4058
2629,7870
2630,4173
2631,538
2632,13229
2633,3350
2634,1136
2635,374
2636,796
2637,16533
2638,3073
2639,4821
2640,3932
2641,3160
2642,2729
2643,3533
2644,198
2645,8808
2646,407
2647,31
2648,28
2649,22
2650,20
2651,19
2652,15557
2653,9997
2654,13988
2655,6185
2656,4143
2657,4316
2658,3939
2659,3415
2660,7932
2661,27969
2662,3132
2663,4056
