userID,artistID,name
1171,72,Depeche Mode
1172,72,Depeche Mode
1173,72,Depeche Mode
1191,72,Depeche Mode
1202,72,Depeche Mode
1209,72,Depeche Mode
1210,72,Depeche Mode
1223,72,Depeche Mode
1225,72,Depeche Mode
1232,72,Depeche Mode
1234,72,Depeche Mode
1235,72,Depeche Mode
1237,72,Depeche Mode
1255,72,Depeche Mode
1273,72,Depeche Mode
1275,72,Depeche Mode
1282,72,Depeche Mode
1319,72,Depeche Mode
1336,72,Depeche Mode
1343,72,Depeche Mode
1350,72,Depeche Mode
1374,72,Depeche Mode
1432,72,Depeche Mode
1439,72,Depeche Mode
1454,72,Depeche Mode
1463,72,Depeche Mode
1465,72,Depeche Mode
1496,72,Depeche Mode
1514,72,Depeche Mode
1535,72,Depeche Mode
1585,72,Depeche Mode
1595,72,Depeche Mode
1625,72,Depeche Mode
1635,72,Depeche Mode
1642,72,Depeche Mode
1653,72,Depeche Mode
1672,72,Depeche Mode
1674,72,Depeche Mode
1679,72,Depeche Mode
1700,72,Depeche Mode
1709,72,Depeche Mode
1723,72,Depeche Mode
1728,72,Depeche Mode
1746,72,Depeche Mode
1760,72,Depeche Mode
1798,72,Depeche Mode
1800,72,Depeche Mode
1801,72,Depeche Mode
1835,72,Depeche Mode
1900,72,Depeche Mode
1929,72,Depeche Mode
1958,72,Depeche Mode
1962,72,Depeche Mode
1973,72,Depeche Mode
1974,72,Depeche Mode
1981,72,Depeche Mode
1999,72,Depeche Mode
2014,72,Depeche Mode
2077,72,Depeche Mode
2080,72,Depeche Mode
2096,72,Depeche Mode
4,80,Groove Armada
43,80,Groove Armada
172,80,Groove Armada
234,80,Groove Armada
283,80,Groove Armada
423,80,Groove Armada
530,80,Groove Armada
601,80,Groove Armada
670,80,Groove Armada
697,80,Groove Armada
813,80,Groove Armada
919,80,Groove Armada
922,80,Groove Armada
1191,80,Groove Armada
1202,80,Groove Armada
1233,80,Groove Armada
1432,80,Groove Armada
1465,80,Groove Armada
1557,80,Groove Armada
1585,80,Groove Armada
1664,80,Groove Armada
1706,80,Groove Armada
1757,80,Groove Armada
2030,80,Groove Armada
2068,80,Groove Armada
4,99,INXS
14,99,INXS
63,99,INXS
66,99,INXS
90,99,INXS
96,99,INXS
117,99,INXS
224,99,INXS
264,99,INXS
282,99,INXS
290,99,INXS
357,99,INXS
430,99,INXS
436,99,INXS
480,99,INXS
539,99,INXS
683,99,INXS
694,99,INXS
699,99,INXS
728,99,INXS
761,99,INXS
912,99,INXS
979,99,INXS
1007,99,INXS
1029,99,INXS
1038,99,INXS
1074,99,INXS
1086,99,INXS
1202,99,INXS
1209,99,INXS
1210,99,INXS
1275,99,INXS
1316,99,INXS
1343,99,INXS
1402,99,INXS
1433,99,INXS
1454,99,INXS
1642,99,INXS
1702,99,INXS
1746,99,INXS
1835,99,INXS
1900,99,INXS
1973,99,INXS
2055,99,INXS
4,151,Deep Forest
264,151,Deep Forest
447,151,Deep Forest
557,151,Deep Forest
697,151,Deep Forest
698,151,Deep Forest
725,151,Deep Forest
888,151,Deep Forest
1029,151,Deep Forest
1271,151,Deep Forest
1342,151,Deep Forest
1629,151,Deep Forest
1723,151,Deep Forest
1929,151,Deep Forest
1989,151,Deep Forest
2030,151,Deep Forest
4,152,Porcupine Tree
23,152,Porcupine Tree
153,152,Porcupine Tree
177,152,Porcupine Tree
264,152,Porcupine Tree
396,152,Porcupine Tree
406,152,Porcupine Tree
447,152,Porcupine Tree
541,152,Porcupine Tree
546,152,Porcupine Tree
622,152,Porcupine Tree
643,152,Porcupine Tree
699,152,Porcupine Tree
828,152,Porcupine Tree
860,152,Porcupine Tree
887,152,Porcupine Tree
897,152,Porcupine Tree
978,152,Porcupine Tree
1060,152,Porcupine Tree
1152,152,Porcupine Tree
1228,152,Porcupine Tree
1239,152,Porcupine Tree
1254,152,Porcupine Tree
1309,152,Porcupine Tree
1313,152,Porcupine Tree
1380,152,Porcupine Tree
1465,152,Porcupine Tree
1472,152,Porcupine Tree
1623,152,Porcupine Tree
1635,152,Porcupine Tree
1650,152,Porcupine Tree
1655,152,Porcupine Tree
1669,152,Porcupine Tree
1700,152,Porcupine Tree
1845,152,Porcupine Tree
1879,152,Porcupine Tree
1929,152,Porcupine Tree
1977,152,Porcupine Tree
1981,152,Porcupine Tree
2010,152,Porcupine Tree
4,153,De/Vision
40,153,De/Vision
117,153,De/Vision
210,153,De/Vision
224,153,De/Vision
264,153,De/Vision
396,153,De/Vision
480,153,De/Vision
779,153,De/Vision
926,153,De/Vision
935,153,De/Vision
1103,153,De/Vision
1213,153,De/Vision
1454,153,De/Vision
1679,153,De/Vision
1929,153,De/Vision
4,154,Radiohead
5,154,Radiohead
12,154,Radiohead
28,154,Radiohead
37,154,Radiohead
39,154,Radiohead
43,154,Radiohead
60,154,Radiohead
62,154,Radiohead
63,154,Radiohead
69,154,Radiohead
102,154,Radiohead
123,154,Radiohead
124,154,Radiohead
140,154,Radiohead
152,154,Radiohead
171,154,Radiohead
196,154,Radiohead
229,154,Radiohead
236,154,Radiohead
264,154,Radiohead
266,154,Radiohead
317,154,Radiohead
320,154,Radiohead
336,154,Radiohead
357,154,Radiohead
370,154,Radiohead
392,154,Radiohead
396,154,Radiohead
398,154,Radiohead
406,154,Radiohead
408,154,Radiohead
488,154,Radiohead
496,154,Radiohead
511,154,Radiohead
529,154,Radiohead
530,154,Radiohead
541,154,Radiohead
543,154,Radiohead
545,154,Radiohead
546,154,Radiohead
567,154,Radiohead
604,154,Radiohead
609,154,Radiohead
616,154,Radiohead
625,154,Radiohead
629,154,Radiohead
644,154,Radiohead
647,154,Radiohead
659,154,Radiohead
670,154,Radiohead
685,154,Radiohead
697,154,Radiohead
699,154,Radiohead
718,154,Radiohead
747,154,Radiohead
756,154,Radiohead
759,154,Radiohead
813,154,Radiohead
821,154,Radiohead
837,154,Radiohead
860,154,Radiohead
904,154,Radiohead
912,154,Radiohead
919,154,Radiohead
922,154,Radiohead
931,154,Radiohead
940,154,Radiohead
972,154,Radiohead
994,154,Radiohead
1004,154,Radiohead
1021,154,Radiohead
1029,154,Radiohead
1049,154,Radiohead
1050,154,Radiohead
1060,154,Radiohead
1086,154,Radiohead
1103,154,Radiohead
1137,154,Radiohead
1152,154,Radiohead
1156,154,Radiohead
1161,154,Radiohead
1182,154,Radiohead
1185,154,Radiohead
1195,154,Radiohead
1199,154,Radiohead
1202,154,Radiohead
1243,154,Radiohead
1267,154,Radiohead
1273,154,Radiohead
1275,154,Radiohead
1279,154,Radiohead
1280,154,Radiohead
1295,154,Radiohead
1319,154,Radiohead
1329,154,Radiohead
1335,154,Radiohead
1349,154,Radiohead
1372,154,Radiohead
1380,154,Radiohead
1395,154,Radiohead
1421,154,Radiohead
1423,154,Radiohead
1432,154,Radiohead
1433,154,Radiohead
1469,154,Radiohead
1508,154,Radiohead
1516,154,Radiohead
1519,154,Radiohead
1535,154,Radiohead
1545,154,Radiohead
1547,154,Radiohead
1579,154,Radiohead
1582,154,Radiohead
1584,154,Radiohead
1594,154,Radiohead
1623,154,Radiohead
1629,154,Radiohead
1630,154,Radiohead
1635,154,Radiohead
1637,154,Radiohead
1667,154,Radiohead
1671,154,Radiohead
1672,154,Radiohead
1679,154,Radiohead
1688,154,Radiohead
1694,154,Radiohead
1700,154,Radiohead
1711,154,Radiohead
1723,154,Radiohead
1728,154,Radiohead
1730,154,Radiohead
1746,154,Radiohead
1760,154,Radiohead
1778,154,Radiohead
1781,154,Radiohead
1785,154,Radiohead
1795,154,Radiohead
1824,154,Radiohead
1832,154,Radiohead
1875,154,Radiohead
1879,154,Radiohead
1881,154,Radiohead
1907,154,Radiohead
1914,154,Radiohead
1924,154,Radiohead
1958,154,Radiohead
1977,154,Radiohead
1981,154,Radiohead
1992,154,Radiohead
2030,154,Radiohead
2036,154,Radiohead
2061,154,Radiohead
2068,154,Radiohead
2096,154,Radiohead
4,156,VAST
557,156,VAST
662,156,VAST
1472,156,VAST
1679,156,VAST
1981,156,VAST
4,157,Michael Jackson
25,157,Michael Jackson
47,157,Michael Jackson
49,157,Michael Jackson
58,157,Michael Jackson
63,157,Michael Jackson
66,157,Michael Jackson
73,157,Michael Jackson
90,157,Michael Jackson
99,157,Michael Jackson
104,157,Michael Jackson
117,157,Michael Jackson
133,157,Michael Jackson
144,157,Michael Jackson
149,157,Michael Jackson
159,157,Michael Jackson
190,157,Michael Jackson
203,157,Michael Jackson
214,157,Michael Jackson
225,157,Michael Jackson
236,157,Michael Jackson
260,157,Michael Jackson
264,157,Michael Jackson
274,157,Michael Jackson
278,157,Michael Jackson
317,157,Michael Jackson
342,157,Michael Jackson
378,157,Michael Jackson
387,157,Michael Jackson
388,157,Michael Jackson
417,157,Michael Jackson
447,157,Michael Jackson
470,157,Michael Jackson
472,157,Michael Jackson
474,157,Michael Jackson
486,157,Michael Jackson
499,157,Michael Jackson
530,157,Michael Jackson
541,157,Michael Jackson
549,157,Michael Jackson
553,157,Michael Jackson
581,157,Michael Jackson
604,157,Michael Jackson
605,157,Michael Jackson
609,157,Michael Jackson
616,157,Michael Jackson
636,157,Michael Jackson
645,157,Michael Jackson
646,157,Michael Jackson
692,157,Michael Jackson
697,157,Michael Jackson
711,157,Michael Jackson
747,157,Michael Jackson
753,157,Michael Jackson
757,157,Michael Jackson
779,157,Michael Jackson
812,157,Michael Jackson
836,157,Michael Jackson
858,157,Michael Jackson
916,157,Michael Jackson
924,157,Michael Jackson
939,157,Michael Jackson
985,157,Michael Jackson
994,157,Michael Jackson
1003,157,Michael Jackson
1007,157,Michael Jackson
1021,157,Michael Jackson
1062,157,Michael Jackson
1171,157,Michael Jackson
1186,157,Michael Jackson
1202,157,Michael Jackson
1210,157,Michael Jackson
1222,157,Michael Jackson
1223,157,Michael Jackson
1231,157,Michael Jackson
1249,157,Michael Jackson
1267,157,Michael Jackson
1282,157,Michael Jackson
1283,157,Michael Jackson
1298,157,Michael Jackson
1308,157,Michael Jackson
1316,157,Michael Jackson
1351,157,Michael Jackson
1401,157,Michael Jackson
1408,157,Michael Jackson
1423,157,Michael Jackson
1429,157,Michael Jackson
1433,157,Michael Jackson
1455,157,Michael Jackson
1461,157,Michael Jackson
1463,157,Michael Jackson
1481,157,Michael Jackson
1486,157,Michael Jackson
1491,157,Michael Jackson
1503,157,Michael Jackson
1522,157,Michael Jackson
1553,157,Michael Jackson
1579,157,Michael Jackson
1580,157,Michael Jackson
1585,157,Michael Jackson
1604,157,Michael Jackson
1617,157,Michael Jackson
1629,157,Michael Jackson
1669,157,Michael Jackson
1699,157,Michael Jackson
1711,157,Michael Jackson
1725,157,Michael Jackson
1730,157,Michael Jackson
1741,157,Michael Jackson
1749,157,Michael Jackson
1795,157,Michael Jackson
1825,157,Michael Jackson
1845,157,Michael Jackson
1846,157,Michael Jackson
1856,157,Michael Jackson
1859,157,Michael Jackson
1885,157,Michael Jackson
1907,157,Michael Jackson
1929,157,Michael Jackson
1973,157,Michael Jackson
2039,157,Michael Jackson
2055,157,Michael Jackson
2061,157,Michael Jackson
4,162,God Is an Astronaut
23,162,God Is an Astronaut
35,162,God Is an Astronaut
153,162,God Is an Astronaut
192,162,God Is an Astronaut
336,162,God Is an Astronaut
358,162,God Is an Astronaut
364,162,God Is an Astronaut
447,162,God Is an Astronaut
488,162,God Is an Astronaut
583,162,God Is an Astronaut
747,162,God Is an Astronaut
837,162,God Is an Astronaut
888,162,God Is an Astronaut
919,162,God Is an Astronaut
922,162,God Is an Astronaut
931,162,God Is an Astronaut
981,162,God Is an Astronaut
1060,162,God Is an Astronaut
1112,162,God Is an Astronaut
1152,162,God Is an Astronaut
1156,162,God Is an Astronaut
1190,162,God Is an Astronaut
1325,162,God Is an Astronaut
1342,162,God Is an Astronaut
1375,162,God Is an Astronaut
1547,162,God Is an Astronaut
1557,162,God Is an Astronaut
1623,162,God Is an Astronaut
1650,162,God Is an Astronaut
1700,162,God Is an Astronaut
1861,162,God Is an Astronaut
1883,162,God Is an Astronaut
1885,162,God Is an Astronaut
1977,162,God Is an Astronaut
2096,162,God Is an Astronaut
4,163,Pink Floyd
43,163,Pink Floyd
51,163,Pink Floyd
58,163,Pink Floyd
61,163,Pink Floyd
62,163,Pink Floyd
63,163,Pink Floyd
83,163,Pink Floyd
84,163,Pink Floyd
102,163,Pink Floyd
114,163,Pink Floyd
156,163,Pink Floyd
170,163,Pink Floyd
177,163,Pink Floyd
187,163,Pink Floyd
225,163,Pink Floyd
236,163,Pink Floyd
282,163,Pink Floyd
292,163,Pink Floyd
313,163,Pink Floyd
317,163,Pink Floyd
336,163,Pink Floyd
340,163,Pink Floyd
342,163,Pink Floyd
358,163,Pink Floyd
386,163,Pink Floyd
406,163,Pink Floyd
447,163,Pink Floyd
488,163,Pink Floyd
491,163,Pink Floyd
511,163,Pink Floyd
541,163,Pink Floyd
546,163,Pink Floyd
549,163,Pink Floyd
604,163,Pink Floyd
624,163,Pink Floyd
645,163,Pink Floyd
685,163,Pink Floyd
692,163,Pink Floyd
697,163,Pink Floyd
699,163,Pink Floyd
719,163,Pink Floyd
720,163,Pink Floyd
737,163,Pink Floyd
779,163,Pink Floyd
837,163,Pink Floyd
860,163,Pink Floyd
895,163,Pink Floyd
922,163,Pink Floyd
931,163,Pink Floyd
943,163,Pink Floyd
950,163,Pink Floyd
962,163,Pink Floyd
972,163,Pink Floyd
991,163,Pink Floyd
994,163,Pink Floyd
1021,163,Pink Floyd
1029,163,Pink Floyd
1030,163,Pink Floyd
1052,163,Pink Floyd
1060,163,Pink Floyd
1064,163,Pink Floyd
1133,163,Pink Floyd
1138,163,Pink Floyd
1171,163,Pink Floyd
1172,163,Pink Floyd
1202,163,Pink Floyd
1210,163,Pink Floyd
1228,163,Pink Floyd
1239,163,Pink Floyd
1243,163,Pink Floyd
1249,163,Pink Floyd
1267,163,Pink Floyd
1271,163,Pink Floyd
1275,163,Pink Floyd
1324,163,Pink Floyd
1327,163,Pink Floyd
1336,163,Pink Floyd
1342,163,Pink Floyd
1350,163,Pink Floyd
1364,163,Pink Floyd
1380,163,Pink Floyd
1396,163,Pink Floyd
1402,163,Pink Floyd
1486,163,Pink Floyd
1497,163,Pink Floyd
1543,163,Pink Floyd
1547,163,Pink Floyd
1570,163,Pink Floyd
1596,163,Pink Floyd
1626,163,Pink Floyd
1627,163,Pink Floyd
1629,163,Pink Floyd
1635,163,Pink Floyd
1639,163,Pink Floyd
1650,163,Pink Floyd
1655,163,Pink Floyd
1664,163,Pink Floyd
1669,163,Pink Floyd
1672,163,Pink Floyd
1679,163,Pink Floyd
1696,163,Pink Floyd
1700,163,Pink Floyd
1702,163,Pink Floyd
1754,163,Pink Floyd
1759,163,Pink Floyd
1792,163,Pink Floyd
1824,163,Pink Floyd
1832,163,Pink Floyd
1846,163,Pink Floyd
1860,163,Pink Floyd
1868,163,Pink Floyd
1875,163,Pink Floyd
1879,163,Pink Floyd
1889,163,Pink Floyd
1929,163,Pink Floyd
1951,163,Pink Floyd
1958,163,Pink Floyd
1965,163,Pink Floyd
1973,163,Pink Floyd
1974,163,Pink Floyd
1987,163,Pink Floyd
2009,163,Pink Floyd
2055,163,Pink Floyd
2077,163,Pink Floyd
2081,163,Pink Floyd
2096,163,Pink Floyd
4,164,???? ????
4,165,Planet Funk
210,165,Planet Funk
454,165,Planet Funk
455,165,Planet Funk
657,165,Planet Funk
791,165,Planet Funk
922,165,Planet Funk
1249,165,Planet Funk
4,167,Scissor Sisters
43,167,Scissor Sisters
117,167,Scissor Sisters
137,167,Scissor Sisters
228,167,Scissor Sisters
370,167,Scissor Sisters
387,167,Scissor Sisters
423,167,Scissor Sisters
430,167,Scissor Sisters
490,167,Scissor Sisters
571,167,Scissor Sisters
670,167,Scissor Sisters
714,167,Scissor Sisters
1003,167,Scissor Sisters
1191,167,Scissor Sisters
1202,167,Scissor Sisters
1280,167,Scissor Sisters
1283,167,Scissor Sisters
1337,167,Scissor Sisters
1394,167,Scissor Sisters
1421,167,Scissor Sisters
1465,167,Scissor Sisters
1535,167,Scissor Sisters
1585,167,Scissor Sisters
1728,167,Scissor Sisters
1795,167,Scissor Sisters
1850,167,Scissor Sisters
1958,167,Scissor Sisters
1963,167,Scissor Sisters
1992,167,Scissor Sisters
